,ally_baron_kills,ally_dragon_kills,ally_inhibitor_kills,ally_kills,ally_rift_kills,ally_tower_kills,enemy_baron_kills,enemy_dragon_kills,enemy_inhibitor_kills,enemy_kills,enemy_rift_kills,enemy_tower_kills,rank,score_diff,BRONZE,CHALLENGER,DIAMOND,GOLD,GRANDMASTER,IRON,MASTER,PLATINUM,SILVER
3570,2,3,3,57,2,11,0,2,0,37,0,5,BRONZE,0.1950652844474447,1,0,0,0,0,0,0,0,0
4216,1,1,0,30,0,4,2,4,5,31,2,11,DIAMOND,0.785507003731297,0,0,1,0,0,0,0,0,0
16315,1,3,3,43,2,10,0,1,0,25,0,1,DIAMOND,7.74068042915669,0,0,1,0,0,0,0,0,0
12756,1,3,2,30,1,10,0,1,0,12,1,3,DIAMOND,14.070482117391432,0,0,1,0,0,0,0,0,0
32028,1,2,1,23,2,7,1,2,2,34,0,8,DIAMOND,-2.5751755432771546,0,0,1,0,0,0,0,0,0
27183,1,1,0,37,1,6,0,2,0,25,1,4,GOLD,8.085907960221917,0,0,0,1,0,0,0,0,0
20772,0,2,0,31,0,2,1,1,1,32,2,8,DIAMOND,4.327523336059265,0,0,1,0,0,0,0,0,0
4241,1,0,0,36,1,5,0,4,1,43,0,9,SILVER,1.1923733963798782,0,0,0,0,0,0,0,0,1
11717,1,3,1,30,1,7,0,1,1,19,1,7,GOLD,2.6264392840492405,0,0,0,1,0,0,0,0,0
28637,1,1,0,27,1,3,0,2,1,39,1,9,IRON,-4.325987508947669,0,0,0,0,0,1,0,0,0
4169,0,1,0,16,0,2,1,3,2,27,2,10,CHALLENGER,-6.58708942082243,0,1,0,0,0,0,0,0,0
19125,1,2,0,29,2,4,1,2,1,33,0,8,IRON,-2.369971525910792,0,0,0,0,0,1,0,0,0
25664,0,1,0,24,0,4,1,1,2,36,1,9,GOLD,-9.40717608177316,0,0,0,1,0,0,0,0,0
616,0,0,1,44,0,2,0,0,2,74,0,4,BRONZE,-5.8351196736571325,1,0,0,0,0,0,0,0,0
19599,1,3,0,33,2,7,0,0,0,18,0,0,GOLD,6.7614384577900495,0,0,0,1,0,0,0,0,0
13539,1,5,2,54,0,10,2,2,4,39,1,8,PLATINUM,4.091388193666866,0,0,0,0,0,0,0,1,0
25365,1,4,1,49,0,8,1,2,0,51,1,7,IRON,-1.656922256582277,0,0,0,0,0,1,0,0,0
5382,0,0,1,65,0,4,0,0,0,68,0,2,GOLD,-0.2888542801907761,0,0,0,1,0,0,0,0,0
5467,0,3,0,42,1,6,2,2,3,49,0,11,IRON,0.222240546058849,0,0,0,0,0,1,0,0,0
4528,0,1,0,10,0,0,1,2,3,24,2,11,DIAMOND,-11.439436171766452,0,0,1,0,0,0,0,0,0
35624,0,0,2,71,0,4,0,0,1,49,0,2,GOLD,1.6315365361550749,0,0,0,1,0,0,0,0,0
1972,0,0,0,23,1,4,0,2,0,31,1,2,PLATINUM,-0.8518184252574912,0,0,0,0,0,0,0,1,0
32273,0,0,0,29,0,2,1,4,2,45,2,11,PLATINUM,-2.54875577230672,0,0,0,0,0,0,0,1,0
35061,2,2,5,35,0,11,0,3,0,18,1,4,PLATINUM,5.363238502123323,0,0,0,0,0,0,0,1,0
1523,0,2,4,34,0,11,2,2,1,54,1,6,IRON,-8.545069564624676,0,0,0,0,0,1,0,0,0
16675,2,2,2,35,1,10,0,2,0,21,1,6,DIAMOND,4.742214725526686,0,0,1,0,0,0,0,0,0
17539,2,4,1,45,1,6,0,1,1,35,0,6,SILVER,1.3026828045926848,0,0,0,0,0,0,0,0,1
8761,0,0,0,13,0,0,0,3,0,30,2,4,BRONZE,-14.723928752972771,1,0,0,0,0,0,0,0,0
11829,1,0,1,27,2,7,0,4,2,39,0,7,SILVER,-6.078394287848084,0,0,0,0,0,0,0,0,1
34692,1,4,3,44,1,11,0,1,0,30,0,5,PLATINUM,3.9004525082414574,0,0,0,0,0,0,0,1,0
14741,2,4,0,39,1,8,0,0,0,25,1,3,GRANDMASTER,10.093740214997212,0,0,0,0,1,0,0,0,0
25432,1,4,0,22,0,5,0,1,0,15,0,2,PLATINUM,6.43556847469042,0,0,0,0,0,0,0,1,0
28594,2,4,1,33,0,7,0,1,0,19,2,4,PLATINUM,6.2201732916587815,0,0,0,0,0,0,0,1,0
6496,1,3,1,36,2,8,0,0,0,7,0,1,DIAMOND,15.56640088089872,0,0,1,0,0,0,0,0,0
24018,0,3,2,61,1,9,2,3,3,49,1,9,IRON,6.577266403260566,0,0,0,0,0,1,0,0,0
1719,0,0,0,14,2,4,2,4,1,27,0,9,DIAMOND,-4.448276966462565,0,0,1,0,0,0,0,0,0
26825,1,4,2,28,1,10,0,0,0,7,1,3,GOLD,17.772850680029205,0,0,0,1,0,0,0,0,0
8426,0,1,0,16,0,1,0,1,0,21,2,4,GOLD,-7.03786722628039,0,0,0,1,0,0,0,0,0
33152,0,1,1,41,2,7,1,5,1,61,0,10,BRONZE,-4.492291826567197,1,0,0,0,0,0,0,0,0
3246,1,2,1,32,2,9,0,2,0,34,0,4,PLATINUM,-3.8267203569465096,0,0,0,0,0,0,0,1,0
34214,1,2,2,20,1,9,0,3,0,22,0,2,GOLD,-0.4275974569442766,0,0,0,1,0,0,0,0,0
31056,0,0,0,56,0,1,0,0,1,61,0,4,DIAMOND,-1.1574160540120886,0,0,1,0,0,0,0,0,0
12050,1,3,1,38,1,6,1,1,1,46,1,9,PLATINUM,-1.7106228204953808,0,0,0,0,0,0,0,1,0
31190,0,1,1,22,1,6,2,3,2,41,1,9,BRONZE,-9.403441417159492,1,0,0,0,0,0,0,0,0
7515,1,1,0,32,0,4,0,3,1,34,1,7,BRONZE,-5.549060100288422,1,0,0,0,0,0,0,0,0
22090,2,4,1,41,1,7,0,0,0,17,1,3,BRONZE,12.0793741615878,1,0,0,0,0,0,0,0,0
10289,2,5,3,57,2,10,1,2,5,51,0,10,IRON,3.4194122494722947,0,0,0,0,0,1,0,0,0
5128,0,4,0,41,1,3,0,1,3,36,1,11,IRON,4.712566296569172,0,0,0,0,0,1,0,0,0
20828,0,1,0,26,0,4,2,3,3,40,2,11,SILVER,-5.104170060283288,0,0,0,0,0,0,0,0,1
31427,1,2,2,44,1,9,0,3,0,41,0,4,SILVER,0.7388904144606556,0,0,0,0,0,0,0,0,1
2798,1,2,1,49,0,9,0,2,1,36,1,6,IRON,6.010832437002769,0,0,0,0,0,1,0,0,0
20873,0,0,0,22,0,2,1,4,4,40,1,11,DIAMOND,-7.138728860378883,0,0,1,0,0,0,0,0,0
2622,0,0,0,21,1,3,1,3,0,28,1,5,GRANDMASTER,-5.617263586360437,0,0,0,0,1,0,0,0,0
5685,0,0,8,47,1,11,2,5,2,62,1,9,DIAMOND,-3.905606701841556,0,0,1,0,0,0,0,0,0
28695,0,2,2,39,0,8,1,4,1,60,1,7,GOLD,-9.079683315451966,0,0,0,1,0,0,0,0,0
10821,0,0,1,63,0,2,0,0,2,73,0,4,PLATINUM,-1.5807454705582131,0,0,0,0,0,0,0,1,0
27767,1,0,0,27,0,3,0,4,1,34,1,8,SILVER,-2.531739998847044,0,0,0,0,0,0,0,0,1
5031,1,4,2,24,1,10,0,0,0,9,1,2,CHALLENGER,12.537374861607354,0,1,0,0,0,0,0,0,0
10855,2,3,0,31,1,4,0,1,1,30,1,9,DIAMOND,0.554905800049788,0,0,1,0,0,0,0,0,0
12913,0,0,0,13,0,2,1,4,1,28,2,9,GOLD,-10.928523174454206,0,0,0,1,0,0,0,0,0
22292,1,0,1,51,2,10,0,4,2,45,0,8,IRON,7.783240318208705,0,0,0,0,0,1,0,0,0
19006,1,3,3,50,2,11,0,2,0,22,0,5,DIAMOND,10.621645282415002,0,0,1,0,0,0,0,0,0
29487,0,0,0,28,0,7,1,4,3,45,1,11,BRONZE,-8.651889733002704,1,0,0,0,0,0,0,0,0
880,1,1,2,35,2,10,0,2,0,13,0,0,CHALLENGER,10.8682257693888,0,1,0,0,0,0,0,0,0
32905,2,1,1,32,0,7,1,4,1,47,2,7,SILVER,-4.190865479975685,0,0,0,0,0,0,0,0,1
26575,1,4,3,45,0,10,0,1,0,31,1,2,IRON,8.377755876197007,0,0,0,0,0,1,0,0,0
22585,0,2,0,26,0,2,1,4,1,44,1,9,IRON,-3.300901511583604,0,0,0,0,0,1,0,0,0
4168,0,0,0,19,0,3,1,3,1,30,2,9,DIAMOND,-5.845701699209847,0,0,1,0,0,0,0,0,0
4361,1,2,0,34,0,4,1,3,2,45,2,9,GOLD,-3.734654572768477,0,0,0,1,0,0,0,0,0
2710,1,3,1,39,1,6,1,1,2,25,1,8,DIAMOND,6.003192473110765,0,0,1,0,0,0,0,0,0
17220,0,1,0,24,0,2,1,3,3,49,1,11,PLATINUM,-9.138522738228716,0,0,0,0,0,0,0,1,0
16851,0,2,0,30,1,3,1,1,1,39,0,8,MASTER,-7.488389536149718,0,0,0,0,0,0,1,0,0
1246,1,0,0,32,1,4,1,5,2,43,1,10,CHALLENGER,-2.167057397958665,0,1,0,0,0,0,0,0,0
664,1,3,3,49,1,11,0,2,0,40,0,4,GOLD,1.43944358600951,0,0,0,1,0,0,0,0,0
21236,2,1,3,50,1,9,0,4,1,61,1,7,PLATINUM,-0.8791067615032304,0,0,0,0,0,0,0,1,0
6341,1,1,2,20,2,9,0,3,0,18,0,2,GOLD,2.0063745696179325,0,0,0,1,0,0,0,0,0
11082,3,3,2,45,1,9,0,2,0,39,0,3,SILVER,4.650648083347896,0,0,0,0,0,0,0,0,1
32404,0,3,0,34,2,6,2,2,2,34,0,10,PLATINUM,-2.548944048028865,0,0,0,0,0,0,0,1,0
29565,1,4,2,37,1,10,0,1,0,27,0,5,IRON,5.643308332507964,0,0,0,0,0,1,0,0,0
9778,1,1,0,32,1,4,1,4,2,46,1,9,SILVER,-2.782621178763641,0,0,0,0,0,0,0,0,1
21356,1,2,2,37,1,8,2,4,2,28,1,9,GOLD,3.808307891310413,0,0,0,1,0,0,0,0,0
14583,0,0,0,24,0,1,1,3,3,36,2,11,GOLD,-8.06619849417364,0,0,0,1,0,0,0,0,0
2805,0,0,0,6,0,1,1,3,1,24,2,9,SILVER,-13.016838309652094,0,0,0,0,0,0,0,0,1
19481,1,3,0,32,1,4,1,2,5,51,1,11,DIAMOND,-2.635384486062442,0,0,1,0,0,0,0,0,0
14208,1,0,0,23,0,0,0,4,3,33,2,11,CHALLENGER,-4.245078057375856,0,1,0,0,0,0,0,0,0
19108,1,1,3,45,1,9,0,3,0,45,1,5,DIAMOND,3.255533788940397,0,0,1,0,0,0,0,0,0
15441,1,2,0,34,1,3,2,3,3,47,0,11,PLATINUM,-4.6290175632175306,0,0,0,0,0,0,0,1,0
5425,0,1,0,32,1,2,2,3,6,48,1,11,DIAMOND,-7.710930186968156,0,0,1,0,0,0,0,0,0
9948,0,0,3,40,1,11,2,4,0,34,0,3,DIAMOND,0.6263933194804139,0,0,1,0,0,0,0,0,0
8565,0,1,0,33,0,6,2,4,4,46,2,11,SILVER,-2.859157695816087,0,0,0,0,0,0,0,0,1
261,0,0,0,66,0,1,0,0,1,58,0,4,GOLD,0.3807887104215908,0,0,0,1,0,0,0,0,0
20820,1,1,0,35,1,4,1,2,2,36,1,10,MASTER,-0.4931153925654428,0,0,0,0,0,0,1,0,0
24793,1,2,2,27,2,9,0,1,0,7,0,5,PLATINUM,15.222496513767824,0,0,0,0,0,0,0,1,0
18718,0,0,1,85,0,4,0,0,2,83,0,3,GOLD,2.3751065578019137,0,0,0,1,0,0,0,0,0
853,0,1,0,10,0,1,1,1,2,20,2,9,IRON,-13.389873050039114,0,0,0,0,0,1,0,0,0
24454,0,4,2,32,1,9,0,0,0,29,0,3,SILVER,5.436376568148283,0,0,0,0,0,0,0,0,1
1475,1,3,2,55,2,7,0,0,1,21,0,3,IRON,10.220055574910134,0,0,0,0,0,1,0,0,0
23995,0,0,0,71,0,2,0,0,2,64,0,4,PLATINUM,2.399072460342559,0,0,0,0,0,0,0,1,0
18089,0,2,0,38,1,5,0,2,2,44,0,11,SILVER,-1.779722410532422,0,0,0,0,0,0,0,0,1
30092,0,2,0,28,2,4,2,3,1,33,0,8,GOLD,-2.5382703943768803,0,0,0,1,0,0,0,0,0
18238,0,0,0,72,0,1,0,0,1,65,0,4,IRON,0.680071066879151,0,0,0,0,0,1,0,0,0
374,0,0,2,65,0,4,0,0,2,58,0,2,GOLD,1.29911412791634,0,0,0,1,0,0,0,0,0
3643,0,4,2,30,0,9,1,2,0,29,1,6,IRON,0.2758275176124414,0,0,0,0,0,1,0,0,0
29980,1,3,1,62,0,9,0,1,0,45,1,3,IRON,5.404687184968836,0,0,0,0,0,1,0,0,0
21154,3,4,3,52,1,10,0,2,0,32,0,3,PLATINUM,3.716531097779282,0,0,0,0,0,0,0,1,0
23696,0,3,1,24,1,7,1,1,0,28,1,5,IRON,5.851991750470454,0,0,0,0,0,1,0,0,0
28679,0,4,4,37,1,11,0,1,0,19,0,1,DIAMOND,8.815115643389952,0,0,1,0,0,0,0,0,0
17103,0,1,0,10,0,2,1,2,1,17,2,8,DIAMOND,-3.140144290877913,0,0,1,0,0,0,0,0,0
24411,1,3,2,40,1,9,1,1,1,30,0,6,IRON,8.129261867829669,0,0,0,0,0,1,0,0,0
32208,0,1,0,35,0,1,1,3,2,45,2,9,DIAMOND,-2.232482845752472,0,0,1,0,0,0,0,0,0
15695,0,3,0,34,1,3,0,2,0,47,1,7,IRON,-7.441671996521265,0,0,0,0,0,1,0,0,0
32018,0,2,0,28,1,4,1,2,2,39,0,10,GOLD,-8.603248142367605,0,0,0,1,0,0,0,0,0
14467,0,1,0,20,0,1,0,3,3,37,2,11,IRON,-8.241533829104384,0,0,0,0,0,1,0,0,0
644,1,2,1,35,2,8,0,1,0,22,0,2,BRONZE,6.547896741321509,1,0,0,0,0,0,0,0,0
22707,0,2,0,35,1,6,0,0,0,14,0,1,PLATINUM,11.365448122250497,0,0,0,0,0,0,0,1,0
30347,1,4,0,37,2,7,0,1,0,33,0,4,GOLD,-1.6927869721713051,0,0,0,1,0,0,0,0,0
18479,1,1,1,52,1,8,0,4,0,35,0,5,BRONZE,5.810350722001751,1,0,0,0,0,0,0,0,0
8500,0,0,0,24,0,4,0,4,1,35,2,6,BRONZE,-6.202403977993882,1,0,0,0,0,0,0,0,0
32522,1,2,1,38,1,9,1,4,1,41,1,5,DIAMOND,1.2214327460653962,0,0,1,0,0,0,0,0,0
10342,0,2,0,20,0,3,1,2,2,40,1,10,IRON,-10.289232363345477,0,0,0,0,0,1,0,0,0
5181,0,4,3,28,2,10,2,1,1,56,0,8,GOLD,-9.08781091080639,0,0,0,1,0,0,0,0,0
32956,2,3,2,28,2,11,0,4,0,37,0,2,GOLD,-3.644315738798433,0,0,0,1,0,0,0,0,0
13035,1,2,1,38,2,7,0,2,0,22,0,6,SILVER,10.68313718989642,0,0,0,0,0,0,0,0,1
12564,0,2,0,33,1,3,2,3,3,41,1,11,GRANDMASTER,-4.867748949767112,0,0,0,0,1,0,0,0,0
24477,0,1,0,38,2,6,2,5,1,33,0,10,BRONZE,-4.802872722139426,1,0,0,0,0,0,0,0,0
9928,1,4,1,22,1,6,0,0,0,15,0,3,BRONZE,9.055049200189371,1,0,0,0,0,0,0,0,0
32989,1,4,3,44,2,9,0,1,2,40,0,8,GOLD,1.4460668246428554,0,0,0,1,0,0,0,0,0
7221,1,3,1,35,1,8,0,1,0,22,1,1,DIAMOND,8.87703362982844,0,0,1,0,0,0,0,0,0
12296,0,3,0,28,1,7,1,2,0,41,0,2,BRONZE,-4.553143531054225,1,0,0,0,0,0,0,0,0
30203,0,2,0,42,0,5,1,3,1,44,2,10,SILVER,2.526004749696064,0,0,0,0,0,0,0,0,1
35911,0,2,1,45,0,7,2,4,1,58,1,10,DIAMOND,-6.6241579023840345,0,0,1,0,0,0,0,0,0
12064,0,3,1,58,1,9,1,2,2,29,1,11,PLATINUM,10.848761224541695,0,0,0,0,0,0,0,1,0
8468,1,3,0,31,1,3,1,2,4,46,1,11,GOLD,-4.177228201050291,0,0,0,1,0,0,0,0,0
27660,0,0,0,18,1,1,1,3,1,36,1,8,GRANDMASTER,-11.755284101516963,0,0,0,0,1,0,0,0,0
34380,1,5,2,49,0,9,0,1,3,40,2,11,GOLD,3.277318184132924,0,0,0,1,0,0,0,0,0
29482,1,2,3,42,2,9,0,2,0,37,0,4,IRON,-2.1646967614441834,0,0,0,0,0,1,0,0,0
20501,1,4,2,41,1,9,0,0,0,31,1,3,BRONZE,3.9699146370236775,1,0,0,0,0,0,0,0,0
18233,0,2,0,20,0,3,1,2,2,40,2,8,SILVER,-9.917511274570188,0,0,0,0,0,0,0,0,1
28305,0,1,0,21,2,4,1,2,1,32,0,8,PLATINUM,-5.753134521218861,0,0,0,0,0,0,0,1,0
34838,1,2,0,33,0,5,0,1,0,24,0,3,IRON,10.099136334370884,0,0,0,0,0,1,0,0,0
3813,0,0,0,33,0,0,0,2,2,56,1,10,PLATINUM,-10.29316036377096,0,0,0,0,0,0,0,1,0
10992,1,2,1,19,2,7,0,1,0,19,0,3,BRONZE,-0.522497118790497,1,0,0,0,0,0,0,0,0
8292,0,0,0,23,0,3,1,4,3,55,1,11,IRON,-14.438696030953311,0,0,0,0,0,1,0,0,0
14406,1,4,2,40,0,10,0,1,0,19,1,2,GOLD,5.821341521572592,0,0,0,1,0,0,0,0,0
35943,0,3,0,32,0,4,1,0,1,33,1,7,DIAMOND,2.7521609970777874,0,0,1,0,0,0,0,0,0
23021,0,1,0,13,0,0,1,2,1,32,2,10,DIAMOND,-10.86313202512165,0,0,1,0,0,0,0,0,0
34260,0,3,0,35,1,4,2,3,2,38,0,9,GOLD,-2.8632816849474665,0,0,0,1,0,0,0,0,0
14148,0,0,0,8,1,1,1,3,1,40,1,7,CHALLENGER,-14.332739830557088,0,1,0,0,0,0,0,0,0
173,0,0,1,54,0,2,0,0,2,66,0,4,GOLD,-3.109540914410246,0,0,0,1,0,0,0,0,0
33552,0,0,0,29,1,6,1,3,1,36,0,6,DIAMOND,-2.6433636706266768,0,0,1,0,0,0,0,0,0
2901,2,4,2,58,1,10,0,0,0,35,1,6,IRON,12.915508767318642,0,0,0,0,0,1,0,0,0
1911,0,4,2,50,0,10,0,0,0,36,1,2,IRON,7.978131990679529,0,0,0,0,0,1,0,0,0
32243,0,3,2,49,1,10,0,0,0,27,1,1,IRON,13.271889564641173,0,0,0,0,0,1,0,0,0
26885,1,2,1,31,1,9,0,1,0,9,0,2,DIAMOND,14.1611572857255,0,0,1,0,0,0,0,0,0
23990,0,2,0,36,0,2,1,3,4,53,2,11,SILVER,-0.5789722822250525,0,0,0,0,0,0,0,0,1
12013,2,3,2,63,1,11,1,3,0,51,0,4,BRONZE,-0.0487258099844751,1,0,0,0,0,0,0,0,0
19463,1,2,3,41,1,10,0,2,0,37,0,1,SILVER,3.9881339321002898,0,0,0,0,0,0,0,0,1
5784,1,3,3,37,1,10,0,0,0,21,0,1,SILVER,13.515564589155169,0,0,0,0,0,0,0,0,1
11281,2,3,1,40,0,9,0,2,2,34,2,7,SILVER,2.561633935569432,0,0,0,0,0,0,0,0,1
22900,0,2,1,31,0,8,1,1,0,27,1,3,GOLD,2.363564541064335,0,0,0,1,0,0,0,0,0
23046,0,1,0,20,1,3,1,3,1,27,1,8,DIAMOND,-3.324045105063732,0,0,1,0,0,0,0,0,0
35829,0,1,0,46,1,3,2,4,4,50,1,11,SILVER,-1.3083891286832738,0,0,0,0,0,0,0,0,1
27316,1,4,2,35,1,11,0,0,0,24,1,2,CHALLENGER,3.9125092407457487,0,1,0,0,0,0,0,0,0
6573,0,0,0,28,0,2,0,4,2,42,2,9,IRON,-7.453918176555277,0,0,0,0,0,1,0,0,0
7680,1,3,3,35,2,11,0,1,0,15,0,2,GOLD,11.892912857189124,0,0,0,1,0,0,0,0,0
10439,1,2,1,56,1,5,0,5,2,50,0,10,BRONZE,1.8126573004876287,1,0,0,0,0,0,0,0,0
12357,0,0,2,54,0,4,0,0,1,45,0,2,PLATINUM,0.0846973119131107,0,0,0,0,0,0,0,1,0
15277,1,3,2,43,0,11,0,1,0,22,2,3,PLATINUM,8.175367509764904,0,0,0,0,0,0,0,1,0
22213,0,2,3,56,1,9,1,4,1,60,1,10,IRON,1.1180457004364968,0,0,0,0,0,1,0,0,0
2405,1,2,2,29,2,9,0,2,0,28,0,5,SILVER,-2.376992897939182,0,0,0,0,0,0,0,0,1
25915,1,4,3,48,1,11,1,0,0,30,0,3,DIAMOND,6.243080704792007,0,0,1,0,0,0,0,0,0
35414,1,3,3,14,1,9,0,0,0,19,1,2,GOLD,-4.683201994039536,0,0,0,1,0,0,0,0,0
29875,1,1,0,27,2,3,1,3,2,48,0,10,DIAMOND,-7.185784679965551,0,0,1,0,0,0,0,0,0
17613,0,1,0,23,0,0,2,3,3,25,2,11,SILVER,-3.2608875016119683,0,0,0,0,0,0,0,0,1
26078,0,4,1,46,1,7,0,0,0,38,0,4,SILVER,3.643419813913738,0,0,0,0,0,0,0,0,1
576,0,2,0,18,0,2,1,1,2,25,2,8,GOLD,-7.865265011829699,0,0,0,1,0,0,0,0,0
28349,0,1,0,31,0,1,1,3,4,35,2,11,IRON,0.590119522252202,0,0,0,0,0,1,0,0,0
2924,1,2,1,37,0,9,0,1,0,14,1,1,IRON,7.975511744346118,0,0,0,0,0,1,0,0,0
35354,2,1,2,54,1,10,0,3,1,47,1,6,PLATINUM,1.4463800554469302,0,0,0,0,0,0,0,1,0
116,2,2,1,35,0,8,1,4,2,59,2,11,IRON,-2.804590278676244,0,0,0,0,0,1,0,0,0
16425,1,4,2,40,1,9,1,1,0,25,1,4,SILVER,5.812791648923856,0,0,0,0,0,0,0,0,1
32410,0,0,1,26,1,5,1,4,1,42,0,9,SILVER,-7.6343316110286,0,0,0,0,0,0,0,0,1
8477,1,2,2,49,2,10,0,1,0,18,0,2,BRONZE,10.234768245967622,1,0,0,0,0,0,0,0,0
27113,2,4,4,63,2,11,0,0,0,34,0,7,SILVER,9.987887267120392,0,0,0,0,0,0,0,0,1
18119,2,4,1,35,1,9,0,2,0,31,0,5,IRON,3.153029744253473,0,0,0,0,0,1,0,0,0
28283,1,4,3,56,1,10,1,0,0,39,0,4,BRONZE,3.052238275406729,1,0,0,0,0,0,0,0,0
16604,0,2,0,15,2,3,1,3,3,30,0,11,PLATINUM,-12.339659595092016,0,0,0,0,0,0,0,1,0
2947,0,3,0,38,1,6,0,2,3,41,1,10,IRON,2.772380996484266,0,0,0,0,0,1,0,0,0
20005,0,2,0,44,1,6,2,3,1,52,0,9,DIAMOND,-5.349508948833844,0,0,1,0,0,0,0,0,0
14495,1,4,1,41,2,7,0,1,0,26,0,3,IRON,10.958957145538314,0,0,0,0,0,1,0,0,0
14827,0,1,0,23,0,5,1,2,1,40,2,8,SILVER,-7.919078929719568,0,0,0,0,0,0,0,0,1
3096,2,1,2,47,0,10,1,4,1,46,1,9,IRON,2.799653220561815,0,0,0,0,0,1,0,0,0
28579,0,0,1,27,0,3,0,0,1,69,0,4,BRONZE,-9.427711219975873,1,0,0,0,0,0,0,0,0
8471,1,1,1,31,0,10,0,4,0,39,2,4,BRONZE,-1.088208069551257,1,0,0,0,0,0,0,0,0
10373,1,4,2,39,2,10,0,0,0,16,0,0,GOLD,10.769050034262335,0,0,0,1,0,0,0,0,0
8413,1,4,3,55,2,11,0,0,0,31,0,3,BRONZE,9.187547305619702,1,0,0,0,0,0,0,0,0
20959,0,3,2,27,1,9,0,0,0,15,1,1,BRONZE,11.017136237694563,1,0,0,0,0,0,0,0,0
2848,2,4,3,50,2,10,1,2,3,50,0,7,PLATINUM,2.708064982627093,0,0,0,0,0,0,0,1,0
27112,1,3,4,25,0,11,0,1,0,29,2,4,DIAMOND,-8.885850348806308,0,0,1,0,0,0,0,0,0
20825,1,1,1,38,2,8,0,1,0,24,0,3,BRONZE,10.553512308277623,1,0,0,0,0,0,0,0,0
9618,0,3,0,23,1,5,0,0,0,10,0,1,DIAMOND,12.61902431026784,0,0,1,0,0,0,0,0,0
12968,0,1,0,22,0,1,2,3,3,33,0,11,IRON,-3.225561445152728,0,0,0,0,0,1,0,0,0
13441,0,1,0,10,1,2,1,3,2,34,1,10,BRONZE,-9.621337016586176,1,0,0,0,0,0,0,0,0
26798,1,5,1,38,1,7,2,1,3,49,1,10,IRON,-4.462600427062164,0,0,0,0,0,1,0,0,0
24607,0,0,0,19,1,1,0,4,3,49,0,11,IRON,-11.836454453180464,0,0,0,0,0,1,0,0,0
25492,1,2,0,33,2,7,0,1,0,19,0,2,DIAMOND,7.3419298513862685,0,0,1,0,0,0,0,0,0
9384,1,2,2,41,1,10,0,2,0,21,1,7,SILVER,9.834817866654582,0,0,0,0,0,0,0,0,1
6778,0,1,0,8,1,2,1,2,3,25,1,11,IRON,-15.374714233424182,0,0,0,0,0,1,0,0,0
13887,1,3,1,28,1,9,0,0,0,18,0,1,DIAMOND,4.267389104897241,0,0,1,0,0,0,0,0,0
13420,0,1,0,39,0,3,1,5,3,56,2,11,IRON,-5.253981924904679,0,0,0,0,0,1,0,0,0
24330,1,3,2,40,1,9,0,2,1,32,0,5,SILVER,5.420180803397038,0,0,0,0,0,0,0,0,1
26881,0,0,0,94,0,1,0,0,1,90,0,4,GOLD,1.3052148659071392,0,0,0,1,0,0,0,0,0
21680,1,3,3,52,1,10,0,2,0,33,0,6,BRONZE,5.603606061953876,1,0,0,0,0,0,0,0,0
25447,1,1,2,27,1,8,0,2,0,30,1,6,GOLD,-1.6530038416181014,0,0,0,1,0,0,0,0,0
32894,0,1,0,28,0,5,2,4,2,36,2,10,SILVER,-1.3797048432917052,0,0,0,0,0,0,0,0,1
15205,0,2,0,19,1,2,1,2,3,21,1,10,DIAMOND,-3.799561481102991,0,0,1,0,0,0,0,0,0
20663,0,0,0,29,1,3,1,4,3,49,0,10,SILVER,-7.912337640439688,0,0,0,0,0,0,0,0,1
4246,0,2,2,44,1,8,2,4,0,43,1,6,GOLD,1.515097722084974,0,0,0,1,0,0,0,0,0
13910,1,3,3,23,1,11,0,1,0,19,1,1,SILVER,4.196620297805183,0,0,0,0,0,0,0,0,1
4164,0,2,1,30,1,8,0,2,0,17,1,3,PLATINUM,9.551186098698617,0,0,0,0,0,0,0,1,0
4981,1,4,2,44,1,11,0,1,0,52,0,5,SILVER,3.255604834929578,0,0,0,0,0,0,0,0,1
26074,0,2,0,25,0,7,1,3,4,52,2,11,IRON,-9.070721921731275,0,0,0,0,0,1,0,0,0
28162,1,1,1,31,0,8,2,4,1,33,2,7,DIAMOND,-2.377020284851504,0,0,1,0,0,0,0,0,0
21960,0,0,1,58,0,4,0,0,0,58,0,2,IRON,-1.7531199483872086,0,0,0,0,0,1,0,0,0
6053,2,1,1,42,2,7,0,5,5,54,0,9,PLATINUM,-7.367878031524924,0,0,0,0,0,0,0,1,0
31831,1,4,1,42,0,7,0,0,0,21,1,3,IRON,7.652812051974209,0,0,0,0,0,1,0,0,0
27911,1,1,0,54,0,4,1,5,2,59,0,10,BRONZE,-2.887074173095605,1,0,0,0,0,0,0,0,0
25808,0,0,0,24,1,2,1,4,3,39,1,10,SILVER,-9.994698260716769,0,0,0,0,0,0,0,0,1
4200,1,4,4,39,0,11,0,0,0,19,1,4,PLATINUM,8.292940870399782,0,0,0,0,0,0,0,1,0
11048,0,3,3,36,0,11,0,0,0,19,1,2,GOLD,7.438571491933899,0,0,0,1,0,0,0,0,0
16224,1,2,0,33,1,3,0,3,5,45,1,11,BRONZE,-1.4752487185618932,1,0,0,0,0,0,0,0,0
7781,1,2,2,47,1,9,1,4,1,40,0,9,PLATINUM,3.924649786500602,0,0,0,0,0,0,0,1,0
